"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Namibia","2003","Articles of rare earths/metals nes","Import","1113","1","Weight in kilograms","1"
"Namibia","2002","Articles of rare earths/metals nes","Import","438","976","Weight in kilograms","976"
"Namibia","2001","Articles of rare earths/metals nes","Import","20","12","Weight in kilograms","12"
"Namibia","2000","Articles of rare earths/metals nes","Import","9393","467","Weight in kilograms","467"
"Namibia","2000","Articles of rare earths/metals nes","Export","259","15","Weight in kilograms","15"
"Nepal","2017","Articles of rare earths/metals nes","Import","106.97920811","40","Weight in kilograms","40"
"Nepal","2016","Articles of rare earths/metals nes","Import","57.74467684","4","Weight in kilograms","4"
"Nepal","2015","Articles of rare earths/metals nes","Import","2731","3450","Weight in kilograms","3450"
"Nepal","2014","Articles of rare earths/metals nes","Import","223","200","Weight in kilograms","200"
"Nepal","2013","Articles of rare earths/metals nes","Import","337","247","Weight in kilograms","247"
"Nepal","2012","Articles of rare earths/metals nes","Import","355","157","Weight in kilograms","157"
"Nepal","2011","Articles of rare earths/metals nes","Import","199","201","Weight in kilograms","201"
"Nepal","2011","Articles of rare earths/metals nes","Export","491","250","Weight in kilograms","250"
"Nepal","2010","Articles of rare earths/metals nes","Import","18","2","Weight in kilograms","2"
"Nepal","1994","Articles of rare earths/metals nes","Import","365","0","No Quantity","0"
"Neth. Antilles","2008","Articles of rare earths/metals nes","Import","31488","7376","Weight in kilograms","7376"
"Neth. Antilles","2007","Articles of rare earths/metals nes","Import","21145","840","Weight in kilograms","840"
"Neth. Antilles","2006","Articles of rare earths/metals nes","Import","31458","2123","Weight in kilograms","2123"
"Neth. Antilles","2005","Articles of rare earths/metals nes","Import","75594","4075","Weight in kilograms","4075"
"Netherlands","2018","Articles of rare earths/metals nes","Import","1033699.9400995","","No Quantity","0"
"Netherlands","2018","Articles of rare earths/metals nes","Export","576911.31923008","27233.0698463668","Weight in kilograms","27233.0698463668"
"Netherlands","2017","Articles of rare earths/metals nes","Import","499659.96377095","19290.2167221326","Weight in kilograms","19290.2167221326"
"Netherlands","2017","Articles of rare earths/metals nes","Export","313048.15694768","17027.1255536388","Weight in kilograms","17027.1255536388"
"Netherlands","2016","Articles of rare earths/metals nes","Import","250737.3053448","","Weight in kilograms","131052.438480177"
"Netherlands","2016","Articles of rare earths/metals nes","Export","6602460.09196028","86143.6020220588","Weight in kilograms","86143.6020220588"
"Netherlands","2015","Articles of rare earths/metals nes","Import","420068.6045712","35486.803416092","Weight in kilograms","35486.803416092"
"Netherlands","2015","Articles of rare earths/metals nes","Export","7887924.54043052","42022.7410327677","Weight in kilograms","42022.7410327677"
"Netherlands","2014","Articles of rare earths/metals nes","Import","2310497","104827","Weight in kilograms","104827"
"Netherlands","2014","Articles of rare earths/metals nes","Export","616045","11510","Weight in kilograms","11510"
"Netherlands","2013","Articles of rare earths/metals nes","Import","249475","384","Weight in kilograms","384"
"Netherlands","2013","Articles of rare earths/metals nes","Export","232122","3706","Weight in kilograms","3706"
"Netherlands","2012","Articles of rare earths/metals nes","Import","280685","379","Weight in kilograms","379"
"Netherlands","2012","Articles of rare earths/metals nes","Export","224319","627","Weight in kilograms","627"
"Netherlands","2011","Articles of rare earths/metals nes","Import","529899","2529","Weight in kilograms","2529"
"Netherlands","2011","Articles of rare earths/metals nes","Export","582973","3731","Weight in kilograms","3731"
"Netherlands","2010","Articles of rare earths/metals nes","Import","421595","643","Weight in kilograms","643"
"Netherlands","2010","Articles of rare earths/metals nes","Export","1005346","22414","Weight in kilograms","22414"
"Netherlands","2009","Articles of rare earths/metals nes","Import","1008493","","No Quantity",""
"Netherlands","2009","Articles of rare earths/metals nes","Export","761824","","No Quantity",""
"Netherlands","2008","Articles of rare earths/metals nes","Import","679277","4052","Weight in kilograms","4052"
"Netherlands","2008","Articles of rare earths/metals nes","Export","2499192","11494","Weight in kilograms","11494"
"Netherlands","2007","Articles of rare earths/metals nes","Import","3196606","16728","Weight in kilograms","16728"
"Netherlands","2007","Articles of rare earths/metals nes","Export","3434808","8871","Weight in kilograms","8871"
"Netherlands","2006","Articles of rare earths/metals nes","Import","530158","3809","Weight in kilograms","3809"
"Netherlands","2006","Articles of rare earths/metals nes","Export","706064","3092","Weight in kilograms","3092"
"Netherlands","2005","Articles of rare earths/metals nes","Import","657637","4808","Weight in kilograms","4808"
"Netherlands","2005","Articles of rare earths/metals nes","Export","276094","972","Weight in kilograms","972"
"Netherlands","2004","Articles of rare earths/metals nes","Import","816297","7576","Weight in kilograms","7576"
"Netherlands","2004","Articles of rare earths/metals nes","Export","303560","2369","Weight in kilograms","2369"
"Netherlands","2003","Articles of rare earths/metals nes","Import","505659","10265","Weight in kilograms","10265"
"Netherlands","2003","Articles of rare earths/metals nes","Export","348357","4166","Weight in kilograms","4166"
"Netherlands","2002","Articles of rare earths/metals nes","Import","118041","966","Weight in kilograms","966"
"Netherlands","2002","Articles of rare earths/metals nes","Export","159670","1911","Weight in kilograms","1911"
"Netherlands","2001","Articles of rare earths/metals nes","Import","65390","476","Weight in kilograms","476"
"Netherlands","2001","Articles of rare earths/metals nes","Export","637775","18361","Weight in kilograms","18361"
"Netherlands","2000","Articles of rare earths/metals nes","Import","16573","83","Weight in kilograms","83"
"Netherlands","2000","Articles of rare earths/metals nes","Export","1198509","35950","Weight in kilograms","35950"
"Netherlands","1999","Articles of rare earths/metals nes","Import","105333","290","Weight in kilograms","290"
"Netherlands","1999","Articles of rare earths/metals nes","Export","1765113","56230","Weight in kilograms","56230"
"Netherlands","1998","Articles of rare earths/metals nes","Import","2195832","78283","Weight in kilograms","78283"
"Netherlands","1998","Articles of rare earths/metals nes","Export","1628075","68888","Weight in kilograms","68888"
"Netherlands","1997","Articles of rare earths/metals nes","Import","336952","0","No Quantity","0"
"Netherlands","1997","Articles of rare earths/metals nes","Export","233327","0","No Quantity","0"
"Netherlands","1996","Articles of rare earths/metals nes","Import","750359","17829","Weight in kilograms","17829"
"Netherlands","1996","Articles of rare earths/metals nes","Export","281523","29317","Weight in kilograms","29317"
"Netherlands","1995","Articles of rare earths/metals nes","Import","1581824","37516","Weight in kilograms","37516"
"Netherlands","1995","Articles of rare earths/metals nes","Export","1102235","74922","Weight in kilograms","74922"
"Netherlands","1994","Articles of rare earths/metals nes","Import","365835","2199","Weight in kilograms","2199"
"Netherlands","1994","Articles of rare earths/metals nes","Export","725303","51236","Weight in kilograms","51236"
"Netherlands","1993","Articles of rare earths/metals nes","Import","479238","21388","Weight in kilograms","21388"
"Netherlands","1993","Articles of rare earths/metals nes","Export","410880","8179","Weight in kilograms","8179"
"Netherlands","1992","Articles of rare earths/metals nes","Import","950105","12421","Weight in kilograms","12421"
"Netherlands","1992","Articles of rare earths/metals nes","Export","248474","1948","Weight in kilograms","1948"
"New Caledonia","2007","Articles of rare earths/metals nes","Import","10","1","Weight in kilograms","1"
"New Caledonia","2006","Articles of rare earths/metals nes","Import","10175","30","Weight in kilograms","30"
"New Zealand","2018","Articles of rare earths/metals nes","Import","35735.90304392","","Weight in kilograms","131.166533108561"
"New Zealand","2017","Articles of rare earths/metals nes","Import","525707.47932198","","Weight in kilograms","2279.35422765294"
"New Zealand","2016","Articles of rare earths/metals nes","Import","155409.20765552","","Weight in kilograms","666.539769386707"
"New Zealand","2015","Articles of rare earths/metals nes","Import","2802179.04764322","7898.98281048829","Weight in kilograms","7898.98281048829"
"New Zealand","2014","Articles of rare earths/metals nes","Import","3450273.0083514","","Weight in kilograms","9408.72398134086"
"New Zealand","2013","Articles of rare earths/metals nes","Import","3455010.38543696","10153.4098217563","Weight in kilograms","10153.4098217563"
"New Zealand","2012","Articles of rare earths/metals nes","Import","397498.7117926","1176.16267935414","Weight in kilograms","1176.16267935414"
"New Zealand","2011","Articles of rare earths/metals nes","Import","28048","76.2068712760415","Weight in kilograms","76.2068712760415"
"New Zealand","2010","Articles of rare earths/metals nes","Import","27788.9321592","91.4030873808071","Weight in kilograms","91.4030873808071"
"New Zealand","2009","Articles of rare earths/metals nes","Import","1725","2","Weight in kilograms","2"
"New Zealand","2008","Articles of rare earths/metals nes","Import","51131","73","Weight in kilograms","73"
"New Zealand","2007","Articles of rare earths/metals nes","Import","6391","9","Weight in kilograms","9"
"New Zealand","2006","Articles of rare earths/metals nes","Import","29830","18","Weight in kilograms","18"
"New Zealand","2006","Articles of rare earths/metals nes","Export","863","4","Weight in kilograms","4"
"New Zealand","2005","Articles of rare earths/metals nes","Import","15249","13","Weight in kilograms","13"
"New Zealand","2004","Articles of rare earths/metals nes","Import","13910","55","Weight in kilograms","55"
"New Zealand","2003","Articles of rare earths/metals nes","Import","36416","157","Weight in kilograms","157"
"New Zealand","2002","Articles of rare earths/metals nes","Import","10405","131","Weight in kilograms","131"
"New Zealand","2002","Articles of rare earths/metals nes","Export","1047","1","Weight in kilograms","1"
"New Zealand","2002","Articles of rare earths/metals nes","Re-Export","1047","1","Weight in kilograms","1"
"New Zealand","2001","Articles of rare earths/metals nes","Import","43222","1074","Weight in kilograms","1074"
"New Zealand","2000","Articles of rare earths/metals nes","Import","7897","46","Weight in kilograms","46"
"New Zealand","1999","Articles of rare earths/metals nes","Import","46806","309","Weight in kilograms","309"
"New Zealand","1998","Articles of rare earths/metals nes","Import","25887","75","Weight in kilograms","75"
"New Zealand","1997","Articles of rare earths/metals nes","Import","15027","200","Weight in kilograms","200"
"New Zealand","1996","Articles of rare earths/metals nes","Import","12135","0","No Quantity","0"
"New Zealand","1995","Articles of rare earths/metals nes","Import","398","0","No Quantity","0"
"New Zealand","1994","Articles of rare earths/metals nes","Import","2915","0","No Quantity","0"
"New Zealand","1993","Articles of rare earths/metals nes","Import","22508","0","No Quantity","0"
"New Zealand","1992","Articles of rare earths/metals nes","Import","4805","0","No Quantity","0"
"New Zealand","1991","Articles of rare earths/metals nes","Import","9001","0","No Quantity","0"
"Nicaragua","2016","Articles of rare earths/metals nes","Import","162.67","58.09","Weight in kilograms","58.09"
"Nicaragua","2013","Articles of rare earths/metals nes","Import","1112","96","Weight in kilograms","96"
"Nicaragua","2012","Articles of rare earths/metals nes","Import","23","2","Weight in kilograms","2"
"Nicaragua","2010","Articles of rare earths/metals nes","Import","503","39","Weight in kilograms","39"
"Nicaragua","2009","Articles of rare earths/metals nes","Import","341","52","Weight in kilograms","52"
"Nicaragua","2008","Articles of rare earths/metals nes","Import","2271","436","Weight in kilograms","436"
"Nicaragua","2007","Articles of rare earths/metals nes","Import","79","2","Weight in kilograms","2"
"Nicaragua","2006","Articles of rare earths/metals nes","Import","455","315","Weight in kilograms","315"
"Nicaragua","2005","Articles of rare earths/metals nes","Import","190","10","Weight in kilograms","10"
"Nicaragua","2001","Articles of rare earths/metals nes","Import","64","6","Weight in kilograms","6"
"Nicaragua","2000","Articles of rare earths/metals nes","Import","1179","289","Weight in kilograms","289"
"Nicaragua","1999","Articles of rare earths/metals nes","Import","200","27","Weight in kilograms","27"
"Nicaragua","1998","Articles of rare earths/metals nes","Import","651","37","Weight in kilograms","37"
"Nicaragua","1997","Articles of rare earths/metals nes","Import","662","47","Weight in kilograms","47"
"Nicaragua","1996","Articles of rare earths/metals nes","Import","48","6","Weight in kilograms","6"
"Nicaragua","1995","Articles of rare earths/metals nes","Import","2350","892","Weight in kilograms","892"
"Niger","2016","Articles of rare earths/metals nes","Import","40.87","2","Weight in kilograms","2"
"Niger","2015","Articles of rare earths/metals nes","Import","843","3500","Weight in kilograms","3500"
"Niger","2013","Articles of rare earths/metals nes","Import","405","900","Weight in kilograms","900"
"Niger","2011","Articles of rare earths/metals nes","Import","619","1600","Weight in kilograms","1600"
"Niger","2008","Articles of rare earths/metals nes","Import","39","80","Weight in kilograms","80"
"Niger","2006","Articles of rare earths/metals nes","Import","10","20","Weight in kilograms","20"
"Niger","2006","Articles of rare earths/metals nes","Export","57","2","Weight in kilograms","2"
"Niger","2005","Articles of rare earths/metals nes","Import","14","15","Weight in kilograms","15"
"Niger","2004","Articles of rare earths/metals nes","Import","28","50","Weight in kilograms","50"
"Nigeria","2018","Articles of rare earths/metals nes","Import","290.64597096","10","Weight in kilograms","10"
"Nigeria","2017","Articles of rare earths/metals nes","Import","155.01108","","Weight in kilograms","0.672094604753847"
"Nigeria","2016","Articles of rare earths/metals nes","Import","10672","","No Quantity",""
"Nigeria","2014","Articles of rare earths/metals nes","Import","57319","155","Weight in kilograms","155"
"Nigeria","2013","Articles of rare earths/metals nes","Import","1547","667","Weight in kilograms","667"
"Nigeria","2010","Articles of rare earths/metals nes","Export","221432","272160","Weight in kilograms","272160"
"Nigeria","2007","Articles of rare earths/metals nes","Import","1058","","No Quantity",""
"Norway","2018","Articles of rare earths/metals nes","Import","28472.9377067","99","Weight in kilograms","99"
"Norway","2017","Articles of rare earths/metals nes","Import","232880.8981","43916","Weight in kilograms","43916"
"Norway","2017","Articles of rare earths/metals nes","Export","1107.69132","4","Weight in kilograms","4"
"Norway","2016","Articles of rare earths/metals nes","Import","23671","219","Weight in kilograms","219"
"Norway","2016","Articles of rare earths/metals nes","Export","4083","29","Weight in kilograms","29"
"Norway","2015","Articles of rare earths/metals nes","Import","14005.3802928","526","Weight in kilograms","526"
"Norway","2015","Articles of rare earths/metals nes","Export","4169.1045279","158","Weight in kilograms","158"
"Norway","2014","Articles of rare earths/metals nes","Import","86193","607","Weight in kilograms","607"
"Norway","2014","Articles of rare earths/metals nes","Export","41913","382","Weight in kilograms","382"
"Norway","2013","Articles of rare earths/metals nes","Import","112997","415","Weight in kilograms","415"
"Norway","2013","Articles of rare earths/metals nes","Export","97104","3336","Weight in kilograms","3336"
"Norway","2012","Articles of rare earths/metals nes","Import","17336","42","Weight in kilograms","42"
"Norway","2012","Articles of rare earths/metals nes","Export","8604","36","Weight in kilograms","36"
"Norway","2011","Articles of rare earths/metals nes","Import","75107","383","Weight in kilograms","383"
"Norway","2011","Articles of rare earths/metals nes","Export","29096","3124","Weight in kilograms","3124"
"Norway","2010","Articles of rare earths/metals nes","Import","106964","6510","Weight in kilograms","6510"
"Norway","2010","Articles of rare earths/metals nes","Export","46762","42782","Weight in kilograms","42782"
"Norway","2009","Articles of rare earths/metals nes","Import","110061","1462","Weight in kilograms","1462"
"Norway","2009","Articles of rare earths/metals nes","Export","35466","76800","Weight in kilograms","76800"
"Norway","2008","Articles of rare earths/metals nes","Import","169630","11311","Weight in kilograms","11311"
"Norway","2008","Articles of rare earths/metals nes","Export","34725","65","Weight in kilograms","65"
"Norway","2007","Articles of rare earths/metals nes","Import","770454","35073","Weight in kilograms","35073"
"Norway","2007","Articles of rare earths/metals nes","Export","16277","747","Weight in kilograms","747"
"Norway","2006","Articles of rare earths/metals nes","Import","1091828","23339","Weight in kilograms","23339"
"Norway","2006","Articles of rare earths/metals nes","Export","39890","22655","Weight in kilograms","22655"
"Norway","2005","Articles of rare earths/metals nes","Import","407638","1395","Weight in kilograms","1395"
"Norway","2005","Articles of rare earths/metals nes","Export","6756","3","Weight in kilograms","3"
"Norway","2004","Articles of rare earths/metals nes","Import","110700","1677","Weight in kilograms","1677"
"Norway","2004","Articles of rare earths/metals nes","Export","836","6","Weight in kilograms","6"
"Norway","2003","Articles of rare earths/metals nes","Import","54733","821","Weight in kilograms","821"
"Norway","2003","Articles of rare earths/metals nes","Export","3435","31","Weight in kilograms","31"
"Norway","2002","Articles of rare earths/metals nes","Import","17695","211","Weight in kilograms","211"
"Norway","2001","Articles of rare earths/metals nes","Import","79571","1009","Weight in kilograms","1009"
"Norway","2001","Articles of rare earths/metals nes","Export","1730","88","Weight in kilograms","88"
"Norway","2000","Articles of rare earths/metals nes","Import","44015","312","Weight in kilograms","312"
"Norway","2000","Articles of rare earths/metals nes","Export","13800","833","Weight in kilograms","833"
"Norway","1999","Articles of rare earths/metals nes","Import","43277","189","Weight in kilograms","189"
"Norway","1999","Articles of rare earths/metals nes","Export","30209","689","Weight in kilograms","689"
"Norway","1998","Articles of rare earths/metals nes","Import","49791","13371","Weight in kilograms","13371"
"Norway","1997","Articles of rare earths/metals nes","Import","74178","705","Weight in kilograms","705"
"Norway","1997","Articles of rare earths/metals nes","Export","437116","9875","Weight in kilograms","9875"
"Norway","1996","Articles of rare earths/metals nes","Import","127789","3400","Weight in kilograms","3400"
"Norway","1995","Articles of rare earths/metals nes","Import","103803","277","Weight in kilograms","277"
"Norway","1994","Articles of rare earths/metals nes","Import","38335","23547","Weight in kilograms","23547"
"Norway","1993","Articles of rare earths/metals nes","Import","81706","22015","Weight in kilograms","22015"
"Oman","2018","Articles of rare earths/metals nes","Import","95191.14878","625","Weight in kilograms","625"
"Oman","2017","Articles of rare earths/metals nes","Import","1292.58766","10","Weight in kilograms","10"
"Oman","2016","Articles of rare earths/metals nes","Import","169.0507","11","Weight in kilograms","11"
"Oman","2015","Articles of rare earths/metals nes","Import","12811.44228","567","Weight in kilograms","567"
"Oman","2013","Articles of rare earths/metals nes","Import","292952","57684","Weight in kilograms","57684"
"Oman","2012","Articles of rare earths/metals nes","Import","5","20","Weight in kilograms","20"
"Oman","2011","Articles of rare earths/metals nes","Import","15456","343","Weight in kilograms","343"
"Oman","2010","Articles of rare earths/metals nes","Import","962","39","Weight in kilograms","39"
"Oman","2006","Articles of rare earths/metals nes","Import","598","52","Weight in kilograms","52"
"Oman","2005","Articles of rare earths/metals nes","Import","107","40","Weight in kilograms","40"
"Oman","2001","Articles of rare earths/metals nes","Import","7038","24146","Weight in kilograms","24146"
"Other Asia, nes","2018","Articles of rare earths/metals nes","Import","29681411.52","134966.078544328","Weight in kilograms","134966.078544328"
"Other Asia, nes","2018","Articles of rare earths/metals nes","Export","29491491.34","238420.896839341","Weight in kilograms","238420.896839341"
"Other Asia, nes","2017","Articles of rare earths/metals nes","Import","20405210.87","114976.535622382","Weight in kilograms","114976.535622382"
"Other Asia, nes","2017","Articles of rare earths/metals nes","Export","19871119.04","310032.133597653","Weight in kilograms","310032.133597653"
"Other Asia, nes","2016","Articles of rare earths/metals nes","Import","18092564","85699","Weight in kilograms","85699"
"Other Asia, nes","2016","Articles of rare earths/metals nes","Export","16475020","300664","Weight in kilograms","300664"
"Other Asia, nes","2015","Articles of rare earths/metals nes","Import","22229553","79221","Weight in kilograms","79221"
"Other Asia, nes","2015","Articles of rare earths/metals nes","Export","23366952","469436","Weight in kilograms","469436"
"Other Asia, nes","2014","Articles of rare earths/metals nes","Import","50939992","126832","Weight in kilograms","126832"
"Other Asia, nes","2014","Articles of rare earths/metals nes","Export","40785624","321536","Weight in kilograms","321536"
"Other Asia, nes","2014","Articles of rare earths/metals nes","Re-Export","5470797","16637","Weight in kilograms","16637"
"Other Asia, nes","2014","Articles of rare earths/metals nes","Re-Import","35685","954","Weight in kilograms","954"
"Other Asia, nes","2013","Articles of rare earths/metals nes","Import","32209254","114881","Weight in kilograms","114881"
"Other Asia, nes","2013","Articles of rare earths/metals nes","Export","29020886","262050","Weight in kilograms","262050"
"Other Asia, nes","2013","Articles of rare earths/metals nes","Re-Export","5093034","18819","Weight in kilograms","18819"
"Other Asia, nes","2013","Articles of rare earths/metals nes","Re-Import","14883","402","Weight in kilograms","402"
"Other Asia, nes","2012","Articles of rare earths/metals nes","Import","29537370","142005","Weight in kilograms","142005"
"Other Asia, nes","2012","Articles of rare earths/metals nes","Export","20680412","334198","Weight in kilograms","334198"
"Other Asia, nes","2012","Articles of rare earths/metals nes","Re-Export","5517231","19114","Weight in kilograms","19114"
"Other Asia, nes","2012","Articles of rare earths/metals nes","Re-Import","198939","4874","Weight in kilograms","4874"
"Other Asia, nes","2011","Articles of rare earths/metals nes","Import","33503155","95833","Weight in kilograms","95833"
"Other Asia, nes","2011","Articles of rare earths/metals nes","Export","37849919","468800","Weight in kilograms","468800"
"Other Asia, nes","2011","Articles of rare earths/metals nes","Re-Export","6983007","18420","Weight in kilograms","18420"
"Other Asia, nes","2011","Articles of rare earths/metals nes","Re-Import","63367","1238","Weight in kilograms","1238"
"Other Asia, nes","2010","Articles of rare earths/metals nes","Import","31532790","108487","Weight in kilograms","108487"
"Other Asia, nes","2010","Articles of rare earths/metals nes","Export","31715707","534657","Weight in kilograms","534657"
"Other Asia, nes","2010","Articles of rare earths/metals nes","Re-Export","8294973","24137","Weight in kilograms","24137"
"Other Asia, nes","2010","Articles of rare earths/metals nes","Re-Import","21217","1202","Weight in kilograms","1202"
"Other Asia, nes","2009","Articles of rare earths/metals nes","Import","20938095","185733","Weight in kilograms","185733"
"Other Asia, nes","2009","Articles of rare earths/metals nes","Export","16940605","499889","Weight in kilograms","499889"
"Other Asia, nes","2009","Articles of rare earths/metals nes","Re-Export","4050913","9940","Weight in kilograms","9940"
"Other Asia, nes","2008","Articles of rare earths/metals nes","Import","31633356","91579","Weight in kilograms","91579"
"Other Asia, nes","2008","Articles of rare earths/metals nes","Export","17056523","766096","Weight in kilograms","766096"
"Other Asia, nes","2008","Articles of rare earths/metals nes","Re-Export","3939432","12686","Weight in kilograms","12686"
"Other Asia, nes","2008","Articles of rare earths/metals nes","Re-Import","10232","272","Weight in kilograms","272"
"Other Asia, nes","2007","Articles of rare earths/metals nes","Import","40378358","148300","Weight in kilograms","148300"
"Other Asia, nes","2007","Articles of rare earths/metals nes","Export","12282731","465356","Weight in kilograms","465356"
"Other Asia, nes","2007","Articles of rare earths/metals nes","Re-Export","2263944","10079","Weight in kilograms","10079"
"Other Asia, nes","2007","Articles of rare earths/metals nes","Re-Import","4111","17","Weight in kilograms","17"
"Other Asia, nes","2006","Articles of rare earths/metals nes","Import","37635481","196091","Weight in kilograms","196091"
"Other Asia, nes","2006","Articles of rare earths/metals nes","Export","14512335","55931","Weight in kilograms","55931"
"Other Asia, nes","2005","Articles of rare earths/metals nes","Import","34194849","402029","Weight in kilograms","402029"
"Other Asia, nes","2005","Articles of rare earths/metals nes","Export","64199431","104677","Weight in kilograms","104677"
"Other Asia, nes","2004","Articles of rare earths/metals nes","Import","24065309","97530","Weight in kilograms","97530"
"Other Asia, nes","2004","Articles of rare earths/metals nes","Export","29081494","73437","Weight in kilograms","73437"
"Other Asia, nes","2003","Articles of rare earths/metals nes","Import","8456200","47218","Weight in kilograms","47218"
"Other Asia, nes","2003","Articles of rare earths/metals nes","Export","1010400","20202","Weight in kilograms","20202"
"Other Asia, nes","2003","Articles of rare earths/metals nes","Re-Export","350200","4840","Weight in kilograms","4840"
"Other Asia, nes","2003","Articles of rare earths/metals nes","Re-Import","9800","1590","Weight in kilograms","1590"
"Other Asia, nes","2002","Articles of rare earths/metals nes","Import","6109167","62662","Weight in kilograms","62662"
"Other Asia, nes","2002","Articles of rare earths/metals nes","Export","16195294","2206601","Weight in kilograms","2206601"
"Other Asia, nes","2001","Articles of rare earths/metals nes","Import","8329691","38705","Weight in kilograms","38705"
"Other Asia, nes","2001","Articles of rare earths/metals nes","Export","26882322","3682164","Weight in kilograms","3682164"
"Other Asia, nes","2000","Articles of rare earths/metals nes","Import","7056467","47221","Weight in kilograms","47221"
"Other Asia, nes","2000","Articles of rare earths/metals nes","Export","32988899","4836907","Weight in kilograms","4836907"
"Other Asia, nes","1999","Articles of rare earths/metals nes","Import","10019958","42548","Weight in kilograms","42548"
"Other Asia, nes","1999","Articles of rare earths/metals nes","Export","32347006","5402576","Weight in kilograms","5402576"
"Other Asia, nes","1999","Articles of rare earths/metals nes","Re-Export","7771","1","Weight in kilograms","1"
"Other Asia, nes","1998","Articles of rare earths/metals nes","Import","10342101","29715","Weight in kilograms","29715"
"Other Asia, nes","1998","Articles of rare earths/metals nes","Export","34420936","5507388","Weight in kilograms","5507388"
"Other Asia, nes","1998","Articles of rare earths/metals nes","Re-Export","99224","535","Weight in kilograms","535"
"Other Asia, nes","1997","Articles of rare earths/metals nes","Import","10397667","16189","Weight in kilograms","16189"
"Other Asia, nes","1997","Articles of rare earths/metals nes","Export","36562248","6540457","Weight in kilograms","6540457"
"Other Asia, nes","1997","Articles of rare earths/metals nes","Re-Export","75561","346","Weight in kilograms","346"
"Pakistan","2018","Articles of rare earths/metals nes","Import","2417.772045","503","Weight in kilograms","503"
"Pakistan","2017","Articles of rare earths/metals nes","Import","122.5660578","25","Weight in kilograms","25"
"Pakistan","2016","Articles of rare earths/metals nes","Import","530","3","Weight in kilograms","3"
"Pakistan","2015","Articles of rare earths/metals nes","Import","25581","70","Weight in kilograms","70"
"Pakistan","2014","Articles of rare earths/metals nes","Import","336","34","Weight in kilograms","34"
"Pakistan","2013","Articles of rare earths/metals nes","Import","1899","601","Weight in kilograms","601"
"Pakistan","2011","Articles of rare earths/metals nes","Import","1222","210","Weight in kilograms","210"
"Pakistan","2008","Articles of rare earths/metals nes","Import","1933","270","Weight in kilograms","270"
"Pakistan","2007","Articles of rare earths/metals nes","Import","2133","268","Weight in kilograms","268"
"Pakistan","2007","Articles of rare earths/metals nes","Export","5645","1318","Weight in kilograms","1318"
"Pakistan","2006","Articles of rare earths/metals nes","Import","30646","3815","Weight in kilograms","3815"
"Pakistan","2004","Articles of rare earths/metals nes","Export","6867","400","Weight in kilograms","400"
"Pakistan","2003","Articles of rare earths/metals nes","Export","6927","400","Weight in kilograms","400"
"Panama","2013","Articles of rare earths/metals nes","Export","7850","1020","Weight in kilograms","1020"
"Panama","2011","Articles of rare earths/metals nes","Import","11074","1034","Weight in kilograms","1034"
"Panama","1997","Articles of rare earths/metals nes","Import","144","199","Weight in kilograms","199"
"Panama","1996","Articles of rare earths/metals nes","Import","2041","2687","Weight in kilograms","2687"
"Panama","1995","Articles of rare earths/metals nes","Import","3625","7687","Weight in kilograms","7687"
"Papua New Guinea","2012","Articles of rare earths/metals nes","Import","143933","49430","Weight in kilograms","49430"
"Papua New Guinea","2012","Articles of rare earths/metals nes","Export","76732","1","Weight in kilograms","1"
"Papua New Guinea","2011","Articles of rare earths/metals nes","Import","43587","17054","Weight in kilograms","17054"
"Papua New Guinea","2004","Articles of rare earths/metals nes","Import","46689","27","Weight in kilograms","27"
"Papua New Guinea","2003","Articles of rare earths/metals nes","Import","185","21","Weight in kilograms","21"
"Papua New Guinea","2001","Articles of rare earths/metals nes","Import","3383","104","Weight in kilograms","104"
"Papua New Guinea","2000","Articles of rare earths/metals nes","Import","564","4","Weight in kilograms","4"
"Papua New Guinea","1998","Articles of rare earths/metals nes","Import","983","3","Weight in kilograms","3"
"Paraguay","1999","Articles of rare earths/metals nes","Import","6636","632","Weight in kilograms","632"
"Paraguay","1994","Articles of rare earths/metals nes","Import","17","2","Weight in kilograms","2"
"Peru","2018","Articles of rare earths/metals nes","Import","20671.31","70.884","Weight in kilograms","70.884"
"Peru","2018","Articles of rare earths/metals nes","Export","7.08","0.11","Weight in kilograms","0.11"
"Peru","2017","Articles of rare earths/metals nes","Import","15944.61","59.48","Weight in kilograms","59.48"
"Peru","2016","Articles of rare earths/metals nes","Import","17041.19","52.61","Weight in kilograms","52.61"
"Peru","2015","Articles of rare earths/metals nes","Import","138.45","0.105","Weight in kilograms","0.105"
"Peru","2014","Articles of rare earths/metals nes","Import","21154.03","112.245","Weight in kilograms","112.245"
"Peru","2014","Articles of rare earths/metals nes","Export","38.57","1.62","Weight in kilograms","1.62"
"Peru","2013","Articles of rare earths/metals nes","Import","55034.92","76.1","Weight in kilograms","76.1"
"Peru","2012","Articles of rare earths/metals nes","Import","81500.96","1058.06","Weight in kilograms","1058.06"
"Peru","2011","Articles of rare earths/metals nes","Import","87465.13","111.13","Weight in kilograms","111.13"
"Peru","2010","Articles of rare earths/metals nes","Import","1119.14","3.65","Weight in kilograms","3.65"
"Peru","2009","Articles of rare earths/metals nes","Import","521","33","Weight in kilograms","33"
"Peru","2008","Articles of rare earths/metals nes","Import","1938","13","Weight in kilograms","13"
"Peru","2008","Articles of rare earths/metals nes","Export","2145","1000","Weight in kilograms","1000"
