,Country,Year,Commodity,Flow,Trade (USD)
418,Brazil,2016,Articles of rare earths/metals nes,Export,102330642.0
419,Brazil,2015,Articles of rare earths/metals nes,Import,1153129.0
420,Brazil,2015,Articles of rare earths/metals nes,Export,87431973.0
421,Brazil,2015,Articles of rare earths/metals nes,Re-Import,72430.0
422,Brazil,2014,Articles of rare earths/metals nes,Import,1224748.0
423,Brazil,2014,Articles of rare earths/metals nes,Export,127064725.0
424,Brazil,2013,Articles of rare earths/metals nes,Import,977989.0
425,Brazil,2013,Articles of rare earths/metals nes,Export,135070612.0
426,Brazil,2012,Articles of rare earths/metals nes,Import,1532578.0
427,Brazil,2012,Articles of rare earths/metals nes,Export,168739530.0
428,Brazil,2011,Articles of rare earths/metals nes,Import,824247.0
429,Brazil,2011,Articles of rare earths/metals nes,Export,121219585.0
430,Brazil,2010,Articles of rare earths/metals nes,Import,1200253.0
431,Brazil,2010,Articles of rare earths/metals nes,Export,83504480.0
432,Brazil,2009,Articles of rare earths/metals nes,Import,934897.0
433,Brazil,2009,Articles of rare earths/metals nes,Export,36304123.0
434,Brazil,2008,Articles of rare earths/metals nes,Import,566528.0
435,Brazil,2008,Articles of rare earths/metals nes,Export,74340742.0
436,Brazil,2007,Articles of rare earths/metals nes,Import,741245.0
437,Brazil,2007,Articles of rare earths/metals nes,Export,44477350.0
438,Brazil,2006,Articles of rare earths/metals nes,Import,690793.0
439,Brazil,2006,Articles of rare earths/metals nes,Export,37430027.0
440,Brazil,2005,Articles of rare earths/metals nes,Import,780501.0
441,Brazil,2005,Articles of rare earths/metals nes,Export,34713631.0
442,Brazil,2004,Articles of rare earths/metals nes,Import,841481.0
443,Brazil,2004,Articles of rare earths/metals nes,Export,20493807.0
444,Brazil,2003,Articles of rare earths/metals nes,Import,849220.0
445,Brazil,2003,Articles of rare earths/metals nes,Export,12818877.0
446,Brazil,2002,Articles of rare earths/metals nes,Import,604562.0
447,Brazil,2002,Articles of rare earths/metals nes,Export,7824020.0
448,Brazil,2001,Articles of rare earths/metals nes,Import,986531.0
449,Brazil,2001,Articles of rare earths/metals nes,Export,17693659.0
450,Brazil,2000,Articles of rare earths/metals nes,Import,1065233.0
451,Brazil,2000,Articles of rare earths/metals nes,Export,9778135.0
452,Brazil,1999,Articles of rare earths/metals nes,Import,785806.0
453,Brazil,1999,Articles of rare earths/metals nes,Export,6806396.0
454,Brazil,1998,Articles of rare earths/metals nes,Import,572908.0
455,Brazil,1998,Articles of rare earths/metals nes,Export,14537023.0
456,Brazil,1997,Articles of rare earths/metals nes,Import,245930.0
457,Brazil,1997,Articles of rare earths/metals nes,Export,8318006.0
458,Brazil,1996,Articles of rare earths/metals nes,Import,1880513.0
459,Brazil,1996,Articles of rare earths/metals nes,Export,3377346.0
460,Brazil,1995,Articles of rare earths/metals nes,Import,80824.0
461,Brazil,1995,Articles of rare earths/metals nes,Export,4746899.0
462,Brazil,1994,Articles of rare earths/metals nes,Import,100163.0
463,Brazil,1994,Articles of rare earths/metals nes,Export,2843768.0
464,Brazil,1993,Articles of rare earths/metals nes,Import,35824.0
465,Brazil,1993,Articles of rare earths/metals nes,Export,962009.0
466,Brazil,1992,Articles of rare earths/metals nes,Import,21500.0
467,Brazil,1992,Articles of rare earths/metals nes,Export,1568059.0
468,Brazil,1991,Articles of rare earths/metals nes,Import,31991.0
469,Brazil,1991,Articles of rare earths/metals nes,Export,2884134.0
470,Brazil,1990,Articles of rare earths/metals nes,Import,83806.0
471,Brazil,1990,Articles of rare earths/metals nes,Export,1974323.0
472,Brazil,1989,Articles of rare earths/metals nes,Import,82796.0
473,Brazil,1989,Articles of rare earths/metals nes,Export,1924286.0
474,Brunei Darussalam,2018,Articles of rare earths/metals nes,Import,162.9458622
475,Brunei Darussalam,2018,Articles of rare earths/metals nes,Export,889.184004
476,Brunei Darussalam,2018,Articles of rare earths/metals nes,Re-Export,889.184004
477,Brunei Darussalam,2017,Articles of rare earths/metals nes,Import,2300.46386925
478,Brunei Darussalam,2016,Articles of rare earths/metals nes,Import,10296.0
479,Brunei Darussalam,2015,Articles of rare earths/metals nes,Import,1585.0
480,Brunei Darussalam,2014,Articles of rare earths/metals nes,Import,10093.0
481,Brunei Darussalam,2013,Articles of rare earths/metals nes,Import,108693.0
482,Brunei Darussalam,2013,Articles of rare earths/metals nes,Export,3648.0
483,Brunei Darussalam,2012,Articles of rare earths/metals nes,Export,11185.0
484,Brunei Darussalam,2012,Articles of rare earths/metals nes,Import,318034.0
485,Brunei Darussalam,2011,Articles of rare earths/metals nes,Import,321674.85623000003
486,Brunei Darussalam,2011,Articles of rare earths/metals nes,Export,4655.332899
487,Brunei Darussalam,2010,Articles of rare earths/metals nes,Export,19659.0
488,Brunei Darussalam,2010,Articles of rare earths/metals nes,Import,237606.0
489,Brunei Darussalam,2009,Articles of rare earths/metals nes,Import,15443.0
490,Brunei Darussalam,2009,Articles of rare earths/metals nes,Export,3601.0
491,Brunei Darussalam,2007,Articles of rare earths/metals nes,Import,654.0
492,Brunei Darussalam,1998,Articles of rare earths/metals nes,Import,337.0
493,Brunei Darussalam,1994,Articles of rare earths/metals nes,Import,4255.0
494,Brunei Darussalam,1993,Articles of rare earths/metals nes,Import,2416.0
495,Brunei Darussalam,1992,Articles of rare earths/metals nes,Import,310.0
496,Bulgaria,2018,Articles of rare earths/metals nes,Import,1050419.747182
497,Bulgaria,2017,Articles of rare earths/metals nes,Import,591798.9491263999
498,Bulgaria,2017,Articles of rare earths/metals nes,Export,16823.5102296
499,Bulgaria,2016,Articles of rare earths/metals nes,Import,367490.32875
500,Bulgaria,2016,Articles of rare earths/metals nes,Export,32796.1861136
501,Bulgaria,2015,Articles of rare earths/metals nes,Import,557087.0
502,Bulgaria,2014,Articles of rare earths/metals nes,Import,209482.0
503,Bulgaria,2013,Articles of rare earths/metals nes,Import,182533.0
504,Bulgaria,2012,Articles of rare earths/metals nes,Import,64750.0
505,Bulgaria,2011,Articles of rare earths/metals nes,Import,14184.0
506,Bulgaria,2011,Articles of rare earths/metals nes,Export,25926.0
507,Bulgaria,2010,Articles of rare earths/metals nes,Import,4070.0
508,Bulgaria,2010,Articles of rare earths/metals nes,Export,3401.0
509,Bulgaria,2009,Articles of rare earths/metals nes,Import,528.0
510,Bulgaria,2008,Articles of rare earths/metals nes,Import,607.0
511,Bulgaria,2008,Articles of rare earths/metals nes,Export,1696.0
512,Bulgaria,2007,Articles of rare earths/metals nes,Import,2381.0
513,Bulgaria,2006,Articles of rare earths/metals nes,Import,1989.0
514,Bulgaria,2005,Articles of rare earths/metals nes,Import,1747.0
515,Bulgaria,2004,Articles of rare earths/metals nes,Import,401.0
516,Bulgaria,2003,Articles of rare earths/metals nes,Import,323.0
517,Bulgaria,2003,Articles of rare earths/metals nes,Export,9348.0
518,Bulgaria,2001,Articles of rare earths/metals nes,Export,15080.0
519,Bulgaria,2000,Articles of rare earths/metals nes,Import,9592.0
520,Bulgaria,2000,Articles of rare earths/metals nes,Export,8102.0
521,Bulgaria,1999,Articles of rare earths/metals nes,Import,3183.0
522,Bulgaria,1999,Articles of rare earths/metals nes,Export,1061.0
523,Bulgaria,1997,Articles of rare earths/metals nes,Import,21117.0
524,Bulgaria,1997,Articles of rare earths/metals nes,Export,13083.0
525,Burkina Faso,2014,Articles of rare earths/metals nes,Import,1574.0
526,Burkina Faso,2013,Articles of rare earths/metals nes,Import,1113.0
527,Burkina Faso,2005,Articles of rare earths/metals nes,Import,2266.0
528,Burkina Faso,1996,Articles of rare earths/metals nes,Import,121.0
529,Burkina Faso,1995,Articles of rare earths/metals nes,Import,120.0
530,Burundi,1993,Articles of rare earths/metals nes,Import,83.0
531,Cabo Verde,2018,Articles of rare earths/metals nes,Import,265.29
532,Cabo Verde,2013,Articles of rare earths/metals nes,Import,683.25222648
533,Cabo Verde,2011,Articles of rare earths/metals nes,Import,1020.0
534,Cabo Verde,2010,Articles of rare earths/metals nes,Import,184.0
535,Cambodia,2005,Articles of rare earths/metals nes,Import,197.0
536,Cambodia,2003,Articles of rare earths/metals nes,Import,1092.0
537,Cambodia,2002,Articles of rare earths/metals nes,Import,1006.0
538,Cameroon,2016,Articles of rare earths/metals nes,Import,179.0
539,Cameroon,2016,Articles of rare earths/metals nes,Export,464.0
540,Cameroon,2015,Articles of rare earths/metals nes,Export,491.0
541,Cameroon,2012,Articles of rare earths/metals nes,Import,1188.0
542,Cameroon,2011,Articles of rare earths/metals nes,Import,3888.0
543,Cameroon,2009,Articles of rare earths/metals nes,Import,1097.0
544,Cameroon,2008,Articles of rare earths/metals nes,Import,3557.0
545,Cameroon,2007,Articles of rare earths/metals nes,Import,1660.0
546,Cameroon,2006,Articles of rare earths/metals nes,Import,1097.0
547,Cameroon,2004,Articles of rare earths/metals nes,Import,162.0
548,Cameroon,2003,Articles of rare earths/metals nes,Import,20.0
549,Cameroon,2002,Articles of rare earths/metals nes,Import,5926.0
550,Cameroon,2002,Articles of rare earths/metals nes,Export,128.0
551,Cameroon,2001,Articles of rare earths/metals nes,Import,466.0
552,Cameroon,2000,Articles of rare earths/metals nes,Import,629.0
553,Cameroon,1999,Articles of rare earths/metals nes,Import,24.0
554,Cameroon,1996,Articles of rare earths/metals nes,Import,3767.0
555,Canada,2019,Articles of rare earths/metals nes,Import,2800121.19268033
556,Canada,2019,Articles of rare earths/metals nes,Export,2166221.87542439
557,Canada,2019,Articles of rare earths/metals nes,Re-Export,498171.81693957
558,Canada,2018,Articles of rare earths/metals nes,Import,3178361.0224518
559,Canada,2018,Articles of rare earths/metals nes,Export,2192149.445409
560,Canada,2018,Articles of rare earths/metals nes,Re-Export,13786.681100400001
561,Canada,2018,Articles of rare earths/metals nes,Re-Import,102.6552786
562,Canada,2017,Articles of rare earths/metals nes,Import,1392817.87372205
563,Canada,2017,Articles of rare earths/metals nes,Export,2001920.49832175
564,Canada,2017,Articles of rare earths/metals nes,Re-Export,160084.75306675
565,Canada,2017,Articles of rare earths/metals nes,Re-Import,6081.91839405
566,Canada,2016,Articles of rare earths/metals nes,Import,2226413.3436404997
567,Canada,2016,Articles of rare earths/metals nes,Export,4162311.2352199997
568,Canada,2016,Articles of rare earths/metals nes,Re-Export,286708.60731225
569,Canada,2016,Articles of rare earths/metals nes,Re-Import,3870.9838575000003
570,Canada,2015,Articles of rare earths/metals nes,Import,2841453.92488566
571,Canada,2015,Articles of rare earths/metals nes,Export,5552570.01836082
572,Canada,2015,Articles of rare earths/metals nes,Re-Export,229029.95816204
573,Canada,2015,Articles of rare earths/metals nes,Re-Import,43177.56093588
574,Canada,2014,Articles of rare earths/metals nes,Import,3602383.0
575,Canada,2014,Articles of rare earths/metals nes,Export,8267248.0
576,Canada,2014,Articles of rare earths/metals nes,Re-Export,12694.0
577,Canada,2014,Articles of rare earths/metals nes,Re-Import,33811.0
578,Canada,2013,Articles of rare earths/metals nes,Import,6782072.0
579,Canada,2013,Articles of rare earths/metals nes,Export,6339492.0
580,Canada,2012,Articles of rare earths/metals nes,Re-Import,1.0
581,Canada,2012,Articles of rare earths/metals nes,Import,5913769.0
582,Canada,2012,Articles of rare earths/metals nes,Export,7188598.0
583,Canada,2011,Articles of rare earths/metals nes,Import,8157506.0
584,Canada,2011,Articles of rare earths/metals nes,Export,11921428.0
585,Canada,2011,Articles of rare earths/metals nes,Re-Export,3984668.0
586,Canada,2011,Articles of rare earths/metals nes,Re-Import,56967.0
587,Canada,2010,Articles of rare earths/metals nes,Import,5811291.0
588,Canada,2010,Articles of rare earths/metals nes,Export,10021220.0
589,Canada,2010,Articles of rare earths/metals nes,Re-Export,1525129.0
590,Canada,2010,Articles of rare earths/metals nes,Re-Import,28873.0
591,Canada,2009,Articles of rare earths/metals nes,Import,9533716.0
592,Canada,2009,Articles of rare earths/metals nes,Export,7045219.0
593,Canada,2009,Articles of rare earths/metals nes,Re-Export,432407.0
594,Canada,2008,Articles of rare earths/metals nes,Export,3897945.0
595,Canada,2008,Articles of rare earths/metals nes,Re-Export,994445.0
596,Canada,2008,Articles of rare earths/metals nes,Import,14457608.0
597,Canada,2008,Articles of rare earths/metals nes,Re-Import,9403.0
598,Canada,2007,Articles of rare earths/metals nes,Import,10022208.0
599,Canada,2007,Articles of rare earths/metals nes,Export,2800256.0
600,Canada,2007,Articles of rare earths/metals nes,Re-Export,14199.0
601,Canada,2007,Articles of rare earths/metals nes,Re-Import,251813.0
602,Canada,2006,Articles of rare earths/metals nes,Import,1102230.0
603,Canada,2006,Articles of rare earths/metals nes,Export,286622.0
604,Canada,2006,Articles of rare earths/metals nes,Re-Export,84656.0
605,Canada,2005,Articles of rare earths/metals nes,Import,519625.0
606,Canada,2005,Articles of rare earths/metals nes,Export,129376.0
607,Canada,2005,Articles of rare earths/metals nes,Re-Export,7140.0
608,Canada,2004,Articles of rare earths/metals nes,Import,1065081.0
609,Canada,2004,Articles of rare earths/metals nes,Export,347956.0
610,Canada,2004,Articles of rare earths/metals nes,Re-Export,70939.0
611,Canada,2003,Articles of rare earths/metals nes,Import,455440.0
612,Canada,2003,Articles of rare earths/metals nes,Export,305782.0
613,Canada,2002,Articles of rare earths/metals nes,Import,430656.0
614,Canada,2002,Articles of rare earths/metals nes,Export,647853.0
615,Canada,2001,Articles of rare earths/metals nes,Import,520252.0
616,Canada,2001,Articles of rare earths/metals nes,Export,110310.0
617,Canada,2000,Articles of rare earths/metals nes,Import,891544.0
618,Canada,2000,Articles of rare earths/metals nes,Export,793273.0
619,Canada,2000,Articles of rare earths/metals nes,Re-Export,127216.0
620,Canada,1999,Articles of rare earths/metals nes,Import,556715.0
621,Canada,1999,Articles of rare earths/metals nes,Export,526493.0
622,Canada,1998,Articles of rare earths/metals nes,Import,538068.0
623,Canada,1998,Articles of rare earths/metals nes,Export,786161.0
624,Canada,1997,Articles of rare earths/metals nes,Import,596774.0
625,Canada,1997,Articles of rare earths/metals nes,Export,376522.0
626,Canada,1996,Articles of rare earths/metals nes,Import,719046.0
627,Canada,1996,Articles of rare earths/metals nes,Export,816002.0
628,Canada,1995,Articles of rare earths/metals nes,Import,315719.0
629,Canada,1995,Articles of rare earths/metals nes,Export,1903160.0
630,Canada,1994,Articles of rare earths/metals nes,Import,191927.0
631,Canada,1994,Articles of rare earths/metals nes,Export,176173.0
632,Canada,1993,Articles of rare earths/metals nes,Import,391751.0
633,Canada,1993,Articles of rare earths/metals nes,Export,247990.0
634,Canada,1992,Articles of rare earths/metals nes,Import,365454.0
635,Canada,1992,Articles of rare earths/metals nes,Export,274938.0
636,Canada,1991,Articles of rare earths/metals nes,Import,718902.0
637,Canada,1991,Articles of rare earths/metals nes,Export,304494.0
638,Canada,1990,Articles of rare earths/metals nes,Import,697616.0
639,Canada,1990,Articles of rare earths/metals nes,Export,288498.0
640,Canada,1989,Articles of rare earths/metals nes,Import,775031.0
641,Canada,1989,Articles of rare earths/metals nes,Export,656240.0
642,Central African Rep.,2003,Articles of rare earths/metals nes,Import,6865.0
643,Chile,2019,Articles of rare earths/metals nes,Import,12092.44
